iter	MultiClass
246	0.5225415864
247	0.5222543291
248	0.5217655963
249	0.5212468594
250	0.5208993367
251	0.5204218082
252	0.5197917528
253	0.519117147
254	0.5187120041
255	0.5184281116
256	0.5180174864
257	0.5173304905
258	0.5167835267
259	0.5165269634
260	0.5161435264
261	0.5154958586
262	0.5149481074
263	0.514472873
264	0.5140943362
265	0.5137859717
266	0.5132113504
267	0.5127627919
268	0.5122069045
269	0.5116803201
270	0.5113336727
271	0.5107619324
272	0.5105148829
273	0.5102320779
274	0.5099004775
275	0.509579931
276	0.5092354551
277	0.5088497741
278	0.5082626164
279	0.5078852062
280	0.507464549
281	0.5070324967
282	0.5065005392
283	0.5061066499
284	0.5057136194
285	0.505444294
286	0.5050109462
287	0.5046938998
288	0.5044128987
289	0.5040487906
290	0.5036275663
291	0.5033966216
292	0.50290802
293	0.5023480119
294	0.5018318054
295	0.5014773094
296	0.5008586085
297	0.5006199451
298	0.50032974
299	0.4997320571
300	0.4994366473
301	0.4990642379
302	0.4987072264
303	0.498410332
304	0.4979699175
305	0.497701392
306	0.4971971359
307	0.4967638418
308	0.496496968
309	0.496172739
310	0.4958604974
311	0.4953905438
312	0.4950799881
313	0.4946137864
314	0.4941953662
315	0.4937816276
316	0.4933981498
317	0.4929368405
318	0.4925829851
319	0.4922120086
320	0.4917829075
321	0.4915156521
322	0.4911851342
323	0.4908716652
324	0.4905072507
325	0.4902482918
326	0.4899717957
327	0.4896670001
328	0.4894154065
329	0.4889454319
330	0.4887024719
331	0.4885586852
332	0.4882141047
333	0.4877277578
334	0.4874024523
335	0.486986519
336	0.4867771056
337	0.4864844577
338	0.4862955964
339	0.4858855926
340	0.4855474067
341	0.4852148029
342	0.4848042929
343	0.4845650391
344	0.4842310696
345	0.4840396634
346	0.4837783144
347	0.4834237543
348	0.4830693772
349	0.4826737937
350	0.4824196824
351	0.4819217732
352	0.481506093
353	0.4811798347
354	0.480648624
355	0.4801730834
356	0.4797423202
357	0.4794382679
358	0.4790981765
359	0.4787019732
360	0.4783928822
361	0.4780714419
362	0.4778364441
363	0.4774778041
364	0.4768745318
365	0.4763030749
366	0.4758776055
367	0.4756036917
368	0.4753745138
369	0.4749641136
370	0.4746301866
371	0.4742834884
372	0.4739835818
373	0.4735057896
374	0.4731740883
375	0.4728060282
376	0.4723673011
377	0.4721825131
378	0.4718517281
379	0.4715083529
380	0.4710871426
381	0.4707309688
382	0.4704223912
383	0.4701555898
384	0.4697630507
385	0.4691806017
386	0.4688188641
387	0.4684499826
388	0.468096863
389	0.4676086666
390	0.4671582274
391	0.4667607072
392	0.4664122386
393	0.4660788809
394	0.4657011562
395	0.4653435571
396	0.4648621645
397	0.4645768894
398	0.4642209337
399	0.4636468429
400	0.4634111793
401	0.4630327571
402	0.4626320428
403	0.4622863226
404	0.4620432412
405	0.4615829833
406	0.4612056815
407	0.4608301695
408	0.4605245505
409	0.4602730293
410	0.4598825478
411	0.4596233224
412	0.4593574015
413	0.4591655218
414	0.4589051186
415	0.4585540457
416	0.4582661213
417	0.4579648662
418	0.4576119324
419	0.4573616435
420	0.4569565707
421	0.4567658533
422	0.4565191965
423	0.4562059378
424	0.4558559754
425	0.4555504275
426	0.4551724334
427	0.4548877878
428	0.4545032629
429	0.454238945
430	0.4540426949
431	0.4537920831
432	0.4535252432
433	0.4532498612
434	0.4527572871
435	0.4523203808
436	0.4520286469
437	0.4517556981
438	0.4514936599
439	0.4511802762
440	0.4508547961
441	0.4505505073
442	0.450172486
443	0.4498894688
444	0.4496762557
445	0.4493920172
446	0.4490020753
447	0.448754779
448	0.4484538237
449	0.4480401714
450	0.4477581505
451	0.4474959702
452	0.4471401276
453	0.446678264
454	0.4463366087
455	0.4460815864
456	0.445778314
457	0.4454776833
458	0.4450789746
459	0.4446989339
460	0.4444045932
461	0.4440518723
462	0.4438050084
463	0.4435296598
464	0.443279241
465	0.4428867778
466	0.4425204167
467	0.4421997941
468	0.4418991416
469	0.4414925308
470	0.4412575483
471	0.4409607016
472	0.4405034339
473	0.4402159243
474	0.4398411318
475	0.4395852463
476	0.4393416719
477	0.4390857282
478	0.4388425606
479	0.4385523552
480	0.4382801641
481	0.4379470495
482	0.4376298364
483	0.4373295063
484	0.4370067473
485	0.4366472674
486	0.4363526953
487	0.4360388947
488	0.4357413237
489	0.4354380599
490	0.435247167
491	0.4350085155
492	0.4346434179
493	0.4343911505
494	0.4340760643
495	0.4338978705
496	0.4336387412
497	0.4331568713
498	0.4329445068
499	0.4326325758
500	0.4323378124
501	0.4320085401
502	0.4318112871
503	0.431585719
504	0.4312010019
505	0.4310107992
506	0.4306508366
507	0.4303706715
508	0.4298329188
509	0.4295658352
510	0.4293584775
511	0.4289791125
512	0.4288510922
513	0.4285176345
514	0.4281831692
515	0.4279249587
516	0.4275736313
517	0.4271098563
518	0.4267292268
519	0.4265377487
520	0.426269953
521	0.4259250972
522	0.4256582101
523	0.4253768391
524	0.4251188168
525	0.424936567
526	0.4244848077
527	0.4241704595
528	0.4238368695
529	0.4235794961
530	0.4233765614
531	0.4230097928
532	0.4225416789
533	0.4221370464
534	0.4218836069
535	0.4215758355
536	0.4212404147
537	0.4209155505
538	0.4204315166
539	0.4201254508
540	0.4198761809
541	0.419599128
542	0.4193981247
543	0.4190934513
544	0.4187910387
545	0.4185411888
546	0.418332624
547	0.4181087124
548	0.4179267101
549	0.4178076419
550	0.4176107753
551	0.4172631212
552	0.4169352279
553	0.416745771
554	0.4165724746
555	0.4163643568
556	0.4160704225
557	0.4158125874
558	0.4155540049
559	0.4152533171
560	0.4150070775
561	0.4147324936
562	0.4144120719
563	0.4142237862
564	0.4138209715
565	0.4135813593
566	0.4132722822
567	0.4130326489
568	0.4128121787
569	0.4125256283
570	0.4122479583
571	0.4118805793
572	0.4116125668
573	0.4113850667
574	0.4110292792
575	0.410744651
576	0.4104339663
577	0.4100713854
578	0.4096870145
579	0.4093239381
580	0.4089519458
581	0.4087235488
582	0.4085485262
583	0.4083482065
584	0.4081346325
585	0.4078370697
586	0.4075314345
587	0.4073705219
588	0.4071816991
589	0.4069102062
590	0.4065660257
591	0.406443287
592	0.4061338489
593	0.4058899528
594	0.4055009454
595	0.4050963279
596	0.4047921267
597	0.4045598527
598	0.404233534
599	0.4040709497
600	0.4038242238
601	0.4035502361
602	0.4033038464
603	0.4029630376
604	0.4027512513
605	0.4025920276
606	0.4024108649
607	0.4021865293
608	0.4018915897
609	0.4017347231
610	0.4015376561
611	0.4012790113
612	0.4011295835
613	0.40091363
614	0.4006883873
615	0.4004067206
616	0.4001320089
617	0.3998604632
618	0.3995679323
619	0.3992709866
620	0.3990382799
621	0.3988588232
622	0.3986346633
623	0.3984369772
624	0.3981717625
625	0.3977154392
626	0.3975014271
627	0.3973572615
628	0.3970408141
629	0.3968910939
630	0.3966806985
631	0.3963885564
632	0.3961829437
633	0.3960147431
634	0.3958166024
635	0.3956734958
636	0.3954741993
637	0.3953058003
638	0.3950020249
639	0.3947862676
640	0.3944827278
641	0.3943174609
642	0.394087615
643	0.3937294753
644	0.3935953028
645	0.393314952
646	0.3931522216
647	0.3929219119
648	0.3926650214
649	0.3924880406
650	0.392280095
651	0.3920514195
652	0.3918016434
653	0.3914994996
654	0.3911632851
655	0.3909306468
656	0.3907496899
657	0.3905806478
658	0.3903088799
659	0.3900747758
660	0.3898454847
661	0.3895737151
662	0.3893781344
663	0.3891360947
664	0.3888890192
665	0.3887221624
666	0.388500924
667	0.388178674
668	0.3879658016
669	0.3877205465
670	0.3875365413
671	0.3873267189
672	0.3870108409
673	0.3868652421
674	0.3866208105
675	0.3865008831
676	0.386282765
677	0.3860964241
678	0.3859031244
679	0.3856588222
680	0.3854802167
681	0.3853464668
682	0.3850937054
683	0.384888135
684	0.3848103318
685	0.3844598342
686	0.3842327326
687	0.3838660308
688	0.3836675829
689	0.3834643993
690	0.3830119048
691	0.382756014
692	0.3825484798
693	0.3823959783
694	0.3821912178
695	0.3818359186
696	0.3816121963
697	0.3812671001
698	0.3810234988
699	0.3808371328
700	0.3805844316
701	0.3803781217
702	0.380189167
703	0.379995482
704	0.3798640967
705	0.3796328842
706	0.3794582328
707	0.3792493169
708	0.3790934023
709	0.3787511107
710	0.3785489894
711	0.3783423861
712	0.3780681685
713	0.3779410082
714	0.3777288863
715	0.3774583439
716	0.3772308798
717	0.3770667261
718	0.3769211291
719	0.3767896639
720	0.3766384174
721	0.376492288
722	0.3763151522
723	0.3761700474
724	0.3760220622
725	0.3758318995
726	0.3755095958
727	0.375282025
728	0.3749448867
729	0.3747250093
730	0.3745892636
731	0.3743686771
732	0.3742249628
733	0.3740037749
734	0.3738665862
735	0.3736802255
736	0.3734354346
737	0.3732083576
738	0.3729735518
739	0.3727854723
740	0.3726637518
741	0.3725278957
742	0.3723916971
743	0.3721988885
744	0.3719637325
745	0.3717656728
746	0.3715820483
747	0.3713980123
748	0.3712647537
749	0.3710531448
750	0.3709064183
751	0.3707404605
752	0.3704299744
753	0.3702925195
754	0.369955726
755	0.3697369383
756	0.3695666502
757	0.3693542679
758	0.3691463126
759	0.3690287411
760	0.3687897033
761	0.3686332974
762	0.3684740263
763	0.3682577577
764	0.3680400371
765	0.3678355037
766	0.3677224664
767	0.3674982662
768	0.3672651068
769	0.3670382012
770	0.3666327386
771	0.3663856976
772	0.3662565625
773	0.3659525705
774	0.365750941
775	0.365455723
776	0.3653516865
777	0.3652496184
778	0.365142962
779	0.364863561
780	0.3645535736
781	0.3643954085
782	0.3642137567
783	0.3640707559
784	0.3638974825
785	0.3637578443
786	0.363508124
787	0.3632237021
788	0.362936541
789	0.3627224911
790	0.3625517309
791	0.3622461112
792	0.3621274727
793	0.3618607289
794	0.3616798197
795	0.3614959109
796	0.3613342755
797	0.3611370944
798	0.3608550648
799	0.3607218871
800	0.3605634076
801	0.3602893457
802	0.3601918463
803	0.3600541337
804	0.3598463845
805	0.3596885435
806	0.3595377558
807	0.359244981
808	0.3589890711
809	0.3588518027
810	0.3586856252
811	0.3584911302
812	0.3582726063
813	0.3579974107
814	0.3578637381
815	0.3577456339
816	0.3575414631
817	0.3572126594
818	0.3569910495
819	0.3567119741
820	0.3565439827
821	0.3563652951
822	0.3561026674
823	0.3559363134
824	0.3558012732
825	0.3556699649
826	0.3554806725
827	0.3552552251
828	0.3550094226
829	0.3547358979
830	0.3543946921
831	0.3542723347
832	0.354065728
833	0.3538695612
834	0.3536858995
835	0.3535934617
836	0.3533692865
837	0.3532430338
838	0.3531193156
839	0.352964193
840	0.3527936963
841	0.3526049816
842	0.3524452316
843	0.3522545282
844	0.3520052476
845	0.3518183966
846	0.3516906833
847	0.3514988822
848	0.35129792
849	0.3510350076
850	0.3508692544
851	0.3506792968
852	0.3503861617
853	0.3502219171
854	0.3499693309
855	0.3497128151
856	0.3494649089
857	0.3492721797
858	0.3491531494
859	0.3489769394
860	0.3487153876
861	0.3485296295
862	0.3483390853
863	0.3481669873
864	0.3479547752
865	0.3477306341
866	0.3474178907
867	0.3472812161
868	0.3471498475
869	0.3469755549
870	0.3467883872
871	0.3466114903
872	0.3463856881
873	0.3461552524
874	0.3460110138
875	0.3458888841
876	0.3457033157
877	0.3455692198
878	0.3454181002
879	0.3453146974
880	0.3450910779
881	0.3449121827
882	0.3447100869
883	0.3444836715
884	0.3443760094
885	0.3442377491
886	0.3440716048
887	0.3439026542
888	0.3436637323
889	0.3434876485
890	0.3432753036
891	0.3430591519
892	0.34287266
893	0.3426959034
894	0.342554638
895	0.3424070942
896	0.3422289131
897	0.3420445556
898	0.3419161142
899	0.3417942213
900	0.3415807933
901	0.3414027289
902	0.3411990749
903	0.3410465155
904	0.3408720091
905	0.3406331127
906	0.340397796
907	0.3401070716
908	0.3399650134
909	0.3398695506
910	0.3396542268
911	0.339435819
912	0.3393291523
913	0.3392061668
914	0.3389871869
915	0.3388298154
916	0.3386957255
917	0.3385146939
918	0.3383480641
919	0.3381721706
920	0.3381151822
921	0.3379675859
922	0.3377805098
923	0.337652207
924	0.3374995116
925	0.3373122337
926	0.3371215857
927	0.3369795618
928	0.3367604052
929	0.3365769392
930	0.3364155858
931	0.3362224885
932	0.3360585013
933	0.335788879
934	0.3356525624
935	0.3355493096
936	0.3354727155
937	0.3353964902
938	0.335295394
939	0.3350552906
940	0.3349343127
941	0.3347182077
942	0.3345423462
943	0.3343815708
944	0.3341713561
945	0.3340585654
946	0.3338487906
947	0.3336893678
948	0.3335613884
949	0.3333461716
950	0.3332363077
951	0.3330662062
952	0.3329368452
953	0.3327450435
954	0.3325906398
955	0.3324733909
956	0.3323492162
957	0.3322465807
958	0.3321080398
959	0.3319311121
960	0.3317572276
961	0.331581202
962	0.3313992302
963	0.3311209116
964	0.3310131272
965	0.3308932433
966	0.330772824
967	0.3305657624
968	0.3304446315
969	0.3303055129
970	0.3301883555
971	0.3300770756
972	0.3299548539
973	0.3298101377
974	0.3296573167
975	0.3295369905
976	0.3293829302
977	0.3291432866
978	0.3289901333
979	0.3288441758
980	0.328672001
981	0.3285955956
982	0.3284104199
983	0.3281652494
984	0.3280613101
985	0.3279140282
986	0.3277820591
987	0.3276236951
988	0.3275668446
989	0.3273391512
990	0.3271631353
991	0.3270239416
992	0.3269403309
993	0.3267707429
994	0.3265757139
995	0.3263672904
996	0.3262285008
997	0.3260862142
998	0.3259973838
999	0.3257858549
1000	0.3256576968
1001	0.3254719931
1002	0.3253661347
1003	0.3252875123
1004	0.3250953436
1005	0.3248592464
1006	0.3246937702
1007	0.3244310303
1008	0.3241830682
1009	0.3241372509
1010	0.324030374
1011	0.3238772243
1012	0.3237653134
1013	0.3235622159
1014	0.3234513455
1015	0.3232658377
1016	0.3230937367
1017	0.322930348
1018	0.3227814016
1019	0.3226081042
1020	0.3224707154
1021	0.3223475461
1022	0.3222367302
1023	0.322067493
1024	0.3219000977
1025	0.321789948
1026	0.3216829794
1027	0.3215080474
1028	0.3213594095
1029	0.3211482477
1030	0.3210573835
1031	0.3208968312
1032	0.320629755
1033	0.3205396709
1034	0.3204086801
1035	0.3202754121
1036	0.3200968786
1037	0.3199967961
1038	0.3198787703
1039	0.3197462279
1040	0.3196274867
1041	0.319459656
1042	0.3191982583
1043	0.3190588861
1044	0.3188425794
1045	0.3187486965
1046	0.3185117049
1047	0.3183820436
1048	0.3181221677
1049	0.3178385728
1050	0.3177395416
1051	0.317581138
1052	0.3174494781
1053	0.3173588868
1054	0.3172006597
1055	0.3170665329
1056	0.3169042337
1057	0.31682512
1058	0.3167207755
1059	0.3165414971
1060	0.3163872771
1061	0.316219435
1062	0.3159909054
1063	0.3158618741
1064	0.3157862809
1065	0.3157002536
1066	0.3154876079
1067	0.3153623382
1068	0.315281983
1069	0.3152045363
1070	0.3150836987
1071	0.3149603849
1072	0.3147670624
1073	0.3146439018
1074	0.3145481987
1075	0.3143551171
1076	0.3142851116
1077	0.3141302357
1078	0.3139594587
1079	0.3137533577
1080	0.3136363365
1081	0.3135220835
1082	0.3133589259
1083	0.3133064643
1084	0.3131732649
1085	0.3130170119
1086	0.3128635227
1087	0.31270262
1088	0.3126049083
1089	0.3124209778
1090	0.3122314928
1091	0.3120667389
1092	0.3119163439
1093	0.311806491
1094	0.3116899982
1095	0.311529281
1096	0.3112994824
1097	0.3111884183
1098	0.3110812633
1099	0.3109804751
1100	0.3108581481
1101	0.3106818195
1102	0.3104716171
1103	0.3103940952
1104	0.3103242682
1105	0.3102070845
1106	0.3100807208
1107	0.3099503084
1108	0.3098063386
1109	0.3096270565
1110	0.3095236411
1111	0.3092875327
1112	0.309225845
1113	0.3090859685
1114	0.308912141
1115	0.308811095
1116	0.3087249245
1117	0.308587368
1118	0.3084360422
1119	0.3082230242
1120	0.3080470168
1121	0.307891633
1122	0.3077279459
1123	0.3076273765
1124	0.3075122096
1125	0.3074205784
1126	0.3072814806
1127	0.3071389978
1128	0.3069634187
1129	0.3068524814
1130	0.3067431587
1131	0.306577176
1132	0.306396695
1133	0.306322413
1134	0.306128407
1135	0.3060289151
1136	0.3059456305
1137	0.3057206232
1138	0.3056307324
1139	0.3055325634
1140	0.3054438662
1141	0.3053008631
1142	0.3051517745
1143	0.3049684273
1144	0.3048700841
1145	0.3047246072
1146	0.304654564
1147	0.3045390519
1148	0.3043779723
1149	0.3042777962
1150	0.3040400397
1151	0.3038572993
1152	0.3037612619
1153	0.3036603223
1154	0.303529413
1155	0.303468471
1156	0.3033138002
1157	0.3032236458
1158	0.3031220322
1159	0.3028919382
1160	0.3027640586
1161	0.3026356102
1162	0.3025203186
1163	0.3023960169
1164	0.3022579967
1165	0.3021942015
1166	0.3020920722
1167	0.3020032426
1168	0.3018592106
1169	0.3016858011
1170	0.3015093092
1171	0.3014068014
1172	0.3012590798
1173	0.3010883964
1174	0.300984097
1175	0.3008386465
1176	0.3006665248
1177	0.3005016274
1178	0.3004050428
1179	0.3002992087
1180	0.3001546016
1181	0.3000955455
1182	0.2999780554
1183	0.2997496312
1184	0.2995083103
1185	0.2994452893
1186	0.29928964
1187	0.2991541127
1188	0.2990178465
1189	0.2989585868
1190	0.298872641
1191	0.2986440229
1192	0.2985345665
1193	0.2984501318
1194	0.2983505167
1195	0.2982678086
1196	0.2981807449
1197	0.2981486313
1198	0.2980315269
1199	0.2979576712
